objectID,department,objectName,title,final_group
308545,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Kneeling Leper,bottle
46930,Asian Art,Bottle vase,Bottle vase,vase
476304,Medieval Art,Jar,Jar,jar
47427,Asian Art,Vase,Vase,vase
204380,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
207564,European Sculpture and Decorative Arts,Vase,Vase,vase
771043,European Sculpture and Decorative Arts,Moon flask,Moon flask with white grape leaf motifs,flask
309325,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figure,bottle
449883,Islamic Art,Ewer,Ewer,pitcher
205382,European Sculpture and Decorative Arts,Jug,Jug,jug
207404,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
50333,Asian Art,Water jar,Freshwater Jar (Mizusashi) with Plants and Auspicious Motifs,jar
317989,The Michael C. Rockefeller Wing,Vessel,Long-necked vessel,vessel
478668,Medieval Art,Jar,Jar,jar
460144,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
47223,Asian Art,Hanging vase,Hanging Vase,vase
51222,Asian Art,Vase,Vase,vase
53006,Asian Art,Ewer,Ewer (Suichū) with Cherry Blossoms and Picnic Curtain,pitcher
770975,European Sculpture and Decorative Arts,Vase,Triple cylindrical body vase with ivy motif,vase
36446,Asian Art,Jar,Jar (Hu),jar
308556,The Michael C. Rockefeller Wing,Bottle,"Bottle, Death Scene (?)",bottle
194251,European Sculpture and Decorative Arts,Jug,Jug,jug
451431,Islamic Art,Vase,Vase,vase
49214,Asian Art,Ewer,Ewer,pitcher
50473,Asian Art,Vase,Vase with Floral and Landscape Decor,vase
62611,Asian Art,Tea jar,Tea Jar,jar
848435,European Sculpture and Decorative Arts,Jug,Jug with flowers and peacock,jug
50356,Asian Art,Ewer,Wine Ewer with Chrysanthemums and Lotus Flowers,pitcher
46571,Asian Art,Vase,Miniature Vase,vase
49900,Asian Art,Jar,Jar,jar
42376,Asian Art,Amphora,Phoenix headed amphora,amphora
479661,The Cloisters,Jug,Face Jug,jug
52217,Asian Art,Jar,Jar (Tsubo) with Chrysanthemums,jar
467958,Medieval Art,Pharmacy jar,Pharmacy Jar,jar
197515,European Sculpture and Decorative Arts,Water bottle,Water bottle,bottle
460134,Robert Lehman Collection,Jug,Armorial jug (boccale),jug
471757,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
63088,Asian Art,Tea jar,Tea jar,jar
42240,Asian Art,Vase,Vase in Form of Archaic Bronze,vase
446888,Islamic Art,Jar,Jar,jar
205322,European Sculpture and Decorative Arts,Scent bottle,The Three Graces,bottle
468395,Medieval Art,Jug,Jug,jug
49898,Asian Art,Jar,Jar (Guan),jar
477269,Medieval Art,Jug,Jug with Cruces Gammatae,jug
38546,Asian Art,Vase,Vase,vase
52517,Asian Art,Vase,Vase,vase
75915,Asian Art,Jar,Storage Jar,jar
201695,European Sculpture and Decorative Arts,Perfume bottle,Perfume bottle,bottle
47373,Asian Art,Vase,Vase,vase
44722,Asian Art,Jar,Jar (Guan),jar
308540,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Seated Figure,bottle
53944,Asian Art,Bottle,Bottle,bottle
487292,Modern and Contemporary Art,Vase with cover,Vase with cover,vase
308615,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle in Melon Form,bottle
204356,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
42477,Asian Art,Bottle,Bottle with Lotus Scroll,bottle
47660,Asian Art,Covered jar,Covered jar with plum blossoms,jar
48156,Asian Art,Vase,Yuhuchun vase with lotus petals,vase
465885,Medieval Art,Jug,Jug,jug
48734,Asian Art,Vase,Vase,vase
314524,The Michael C. Rockefeller Wing,Vessel,Cylindrical Vessel,vessel
308532,The Michael C. Rockefeller Wing,Bottle,Tuber-inspired stirrup-spout bottle,bottle
42450,Asian Art,Bottle,Bottle,bottle
52936,Asian Art,Vase,Vase,vase
449455,Islamic Art,Jar,Jar,jar
48560,Asian Art,Bottle,Bottle,bottle
468396,Medieval Art,Flask,Flask,flask
312632,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with combat scene,bottle
200892,European Sculpture and Decorative Arts,Jug,Jug,jug
444497,Islamic Art,Bottle,Bottle,bottle
199110,European Sculpture and Decorative Arts,Potpourri jar with cover,Potpourri jar with cover,jar
307868,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle with Falcoln,bottle
203607,European Sculpture and Decorative Arts,Jar with cover,Jar with cover,jar
39559,Asian Art,Vase,Vase,vase
205476,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
46919,Asian Art,Vase,Meiping vase,vase
444508,Islamic Art,Bottle,Bottle Depicting a Peacock in Foliage,bottle
770927,European Sculpture and Decorative Arts,Bottle,Bottle vase with handles,bottle
318603,The Michael C. Rockefeller Wing,Bottle,Figure Stirrup Spout Jar,bottle
308464,The Michael C. Rockefeller Wing,Bottle,"Bottle, Gourds",bottle
47290,Asian Art,Bottle,Double gourd bottle,bottle
770959,European Sculpture and Decorative Arts,Moon flask,Moon flask with gilt floral decoration on pink ground,flask
206073,European Sculpture and Decorative Arts,Scent bottle,Scent bottle in the form of a swan,bottle
471754,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
308301,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
308510,The Michael C. Rockefeller Wing,Bottle,"Bottle, Warriors",bottle
444478,Islamic Art,Bottle,Bottle with Incised Decoration,bottle
52932,Asian Art,Vase,Vase decorated with flowers and butterflies,vase
314954,The Michael C. Rockefeller Wing,Vessel,Paccha (ritual vessel),vessel
465874,Medieval Art,Jar,Jar,jar
446946,Islamic Art,Jar,Jar,jar
447464,Islamic Art,Vase,Vase,vase
471752,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
52921,Asian Art,Bottle,Bottle,bottle
477278,Medieval Art,Jug,Jug,jug
308570,The Michael C. Rockefeller Wing,Bottle,Bottle with masked figure,bottle
309496,The Michael C. Rockefeller Wing,Bottle,"Bottle, Sleeping Figure",bottle
42204,Asian Art,Vase,Vase with Flowering Plants and Birds,vase
42265,Asian Art,Bottle,Bottle,bottle
44747,Asian Art,Jar,Square Jar,jar
449708,Islamic Art,Jar,Jar,jar
201054,European Sculpture and Decorative Arts,Milk jug with cover,Milk jug with cover,jug
48660,Asian Art,Vase,Vase,vase
200911,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
310673,The Michael C. Rockefeller Wing,Jar,Jar,jar
310654,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with fruits,bottle
46565,Asian Art,Vase,Vase,vase
207847,European Sculpture and Decorative Arts,Cider jug,Cider jug,jug
48432,Asian Art,Jar,Jar,jar
49425,Asian Art,Sake bottle,Octagonal Sake Bottle with Landscape Design,bottle
308487,The Michael C. Rockefeller Wing,Bottle,Double Spouted Vessel with Snake,bottle
37475,Asian Art,Covered jar,Covered Jar with Four Lugs,jar
207779,European Sculpture and Decorative Arts,Moon flask,Moon flask,flask
50563,Asian Art,Jar,Jar (Guan),jar
51213,Asian Art,Jar,Jar,jar
199765,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
452082,Islamic Art,Jug,Jug with Floral Decoration,jug
37455,Asian Art,Bottle,Bottle with Bulbous Neck,bottle
52984,Asian Art,Vase,Vase,vase
317831,The Michael C. Rockefeller Wing,Jar,Jar,jar
456054,Islamic Art,Jar,Jar,jar
201299,European Sculpture and Decorative Arts,Hot milk jug,Hot milk jug,jug
463085,Medieval Art,Pharmacy jar,Pharmacy Jar,jar
460652,Robert Lehman Collection,Ewer,"Phoenix-head ewer, Tang sancai ware",pitcher
47347,Asian Art,Vase,Vase with poem on marbled ground,vase
187794,European Sculpture and Decorative Arts,Albarello,Albarello,jar
52506,Asian Art,Jar,Jar,jar
308549,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figure Holding Feline,bottle
192034,European Sculpture and Decorative Arts,Harvest jug,Harvest jug,jug
199534,European Sculpture and Decorative Arts,Pilgrim bottle,Miniature pilgrim bottle,bottle
48338,Asian Art,Vase,Meiping vase with flowers,vase
46869,Asian Art,Vase,Vase with landscape,vase
192014,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
200894,European Sculpture and Decorative Arts,Jug,Jug,jug
51049,Asian Art,Jar,Jar,jar
449403,Islamic Art,Jug,Jug,jug
468400,Medieval Art,Jug,Jug,jug
444516,Islamic Art,Bottle,Bottle with Deer in Landscape,bottle
448700,Islamic Art,Jar,Jar,jar
204047,European Sculpture and Decorative Arts,Jug,Jug,jug
52383,Asian Art,Water jar,Water jar,jar
62764,Asian Art,Tea jar,Tea Jar,jar
63069,Asian Art,Tea jar,Tea jar,jar
446900,Islamic Art,Ewer,Ewer,pitcher
50692,Asian Art,Vase,Vase,vase
447137,Islamic Art,Ewer,Ewer,pitcher
62587,Asian Art,Tea jar,Tea Jar,jar
45848,Asian Art,Covered jar,Covered jar with flowers,jar
468524,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
47316,Asian Art,Vase,Vase,vase
47725,Asian Art,Vase,Vase,vase
670991,Asian Art,Jar,Widemouthed jar (kame) with wave pattern,jar
47942,Asian Art,Vase,Vase,vase
49269,Asian Art,Flower vase,Flower Vase with Stamped Design of Lotus,vase
449426,Islamic Art,Ewer,Ewer,pitcher
48777,Asian Art,Covered jar,Covered jar with landscape and flowers,jar
449081,Islamic Art,Jar,Jar,jar
309438,The Michael C. Rockefeller Wing,Bottle,Bird Warrior Bottle,bottle
478988,The Cloisters,Pitcher,Pitcher,pitcher
50765,Asian Art,Ewer,Ewer,pitcher
46934,Asian Art,Vase,Vase,vase
47635,Asian Art,Bottle,Bottle,bottle
308707,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
310465,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle,bottle
448985,Islamic Art,Ewer,Ewer,pitcher
199732,European Sculpture and Decorative Arts,Vase or jar,Vase or jar,jar
48603,Asian Art,Vase,Vase,vase
46818,Asian Art,Jar,Jar,jar
206669,European Sculpture and Decorative Arts,Flask,Flask,flask
48631,Asian Art,Vase,Bottle vase with floral scrolls,vase
198940,European Sculpture and Decorative Arts,Ewer,Double-spouted armorial ewer,pitcher
309355,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Couple,bottle
48307,Asian Art,Vase,Meiping vase,vase
449872,Islamic Art,Ewer,Ewer,pitcher
50830,Asian Art,Vase,Vase with figural scene,vase
48596,Asian Art,Bottle,Long neck bottle,bottle
47946,Asian Art,Holder for magic straws,Quadrangular vase in the form of a Neolithic ritual jade object (cong),vase
452084,Islamic Art,Bottle,Bottle with Running Quadrupeds,bottle
49533,Asian Art,Jar,Jar (Labakou Hu),jar
770970,European Sculpture and Decorative Arts,Vase,Triple vase in form of bamboo,vase
52055,Asian Art,Vase,Vase,vase
643549,The Cloisters,Jug,Jug with Applied decoration,jug
309400,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle in Figure Form,bottle
201756,European Sculpture and Decorative Arts,Jug,Bellarmine or Bartman jug,jug
51045,Asian Art,Jar,Jar with peony scroll,jar
476252,Medieval Art,Vase,Vase,vase
52479,Asian Art,Wine bottle,Wine bottle,bottle
200730,European Sculpture and Decorative Arts,Pilgrim bottle with cover,Pilgrim bottle with cover,bottle
48632,Asian Art,Covered jar,Covered jar with birds and flowers,jar
314698,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle with Seated Prisoner,bottle
194961,European Sculpture and Decorative Arts,Jug,Jug,jug
39528,Asian Art,Jar,Jar with Handles,jar
196359,European Sculpture and Decorative Arts,Vase with stopper,Vase with stopper,vase
199132,European Sculpture and Decorative Arts,Caddy,Tea caddy,vessel
48773,Asian Art,Vase,Vase,vase
37454,Asian Art,Bottle,Bottle with Stopper,bottle
50311,Asian Art,Jar,Jar,jar
447120,Islamic Art,Vase,Vase,vase
318475,The Michael C. Rockefeller Wing,Bottle,Spouted Vessel,bottle
460678,Robert Lehman Collection,Covered vase,Small covered vase,vase
52662,Asian Art,Vase,Vase,vase
63035,Asian Art,Wine bottle,"Sake Bottle with Design of Leaves, Vines, and Waves",bottle
313286,The Michael C. Rockefeller Wing,Bottle,Bottle (Florero),bottle
47053,Asian Art,Vase,Vase,vase
206385,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
475756,Medieval Art,Jug,Jug,jug
309359,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Couple,bottle
208450,European Sculpture and Decorative Arts,Vase,Vase with coiling dragon,vase
47380,Asian Art,Bottle,Ring Bottle,bottle
308491,The Michael C. Rockefeller Wing,Bottle,Miniature Effigy Vessel,bottle
47915,Asian Art,Vase,Square Vase,vase
47483,Asian Art,Vase,Vase,vase
452683,Islamic Art,Bottle,Bottle,bottle
42311,Asian Art,Brush holder,Brush holder with lotus decoration,vessel
312571,The Michael C. Rockefeller Wing,Jar,Jar,jar
49859,Asian Art,Vase,Vase,vase
51017,Asian Art,Vase,Vase,vase
204396,European Sculpture and Decorative Arts,Clock vase,Clock vase,vase
310496,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle,bottle
191778,European Sculpture and Decorative Arts,Albarello,Albarello,jar
205335,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
848434,European Sculpture and Decorative Arts,Jug,Jug with coat-of-arms of the Cleminius Family,jug
52639,Asian Art,Jar,Jar,jar
828493,Asian Art,Freshwater jar,"Freshwater Jar (Mizusashi), Named “Hotei”",jar
62771,Asian Art,Tea jar,Tea Jar,jar
310209,The Michael C. Rockefeller Wing,Bottle,Figure Bottle,bottle
47074,Asian Art,Tea jar,Sencha Tea Jar with Phoenixes and Peonies in the Cochin (Kōchi) Style,jar
47495,Asian Art,Bottle vase,Bottle vase with floral scrolls,vase
62533,Asian Art,Bottle,Gourd-Shaped Bottle,bottle
478433,Medieval Art,Jug,Jug,jug
204026,European Sculpture and Decorative Arts,Jug,Jug,jug
316721,The Michael C. Rockefeller Wing,Bottle,Bottle with Snake,bottle
314636,The Michael C. Rockefeller Wing,Jar,Jar,jar
42694,Asian Art,Jar,"Jar with Painted Decoration of  ""Frog"" Pattern",jar
313156,The Michael C. Rockefeller Wing,Jar,Jar with Cut Maguey Leaves,jar
449902,Islamic Art,Jar,Jar,jar
42432,Asian Art,Jar,Jar with Peony Scroll,jar
48129,Asian Art,Covered jar,Covered jar with handles,jar
204753,European Sculpture and Decorative Arts,Toby jug,Toby jug,jug
46887,Asian Art,Vase,Vase,vase
449400,Islamic Art,Jug,Jug,jug
204384,European Sculpture and Decorative Arts,Jug,Jug,jug
46562,Asian Art,Vase,Vase,vase
47820,Asian Art,Water jar,Water Jar,jar
308455,The Michael C. Rockefeller Wing,Bottle,Double-spout bottle,bottle
49273,Asian Art,Storage jar,Storage jar,jar
447146,Islamic Art,Ewer,Ewer,pitcher
197993,European Sculpture and Decorative Arts,Jug,Jug,jug
47196,Asian Art,Bottle,Bottle for Sweets,bottle
449070,Islamic Art,Jug,Jug,jug
453047,Islamic Art,Vase,Vase,vase
449743,Islamic Art,Jar,Jar,jar
47633,Asian Art,Vase,Vase,vase
308477,The Michael C. Rockefeller Wing,Jar,Foot Jar,jar
447229,Islamic Art,Bottle,Bottle,bottle
47065,Asian Art,Bottle,Bottle with One Handle,bottle
48331,Asian Art,Bottle vase,Minature bottle vase,vase
675862,European Sculpture and Decorative Arts,Jug,Jug,jug
46956,Asian Art,Vase,Vase,vase
42229,Asian Art,Vase,Vase,vase
47939,Asian Art,Bottle,Bottle,bottle
188998,European Sculpture and Decorative Arts,Jar with cover,Jar with cover,jar
308409,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with deer,bottle
771028,European Sculpture and Decorative Arts,Moon flask,Moon flask with fish vase holding orchid spray,flask
308439,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle with Head,bottle
49364,Asian Art,Covered jar,Covered jar with landscape scenes,jar
194383,European Sculpture and Decorative Arts,Water jug,Water jug,jug
42249,Asian Art,Vase,Vase,vase
200670,European Sculpture and Decorative Arts,Vase,Vase,vase
45833,Asian Art,Vase,Vase,vase
42202,Asian Art,Bottle,Bottle with Dragon Chasing Pearl,bottle
199582,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
47506,Asian Art,Bottle,Bottle,bottle
310192,The Michael C. Rockefeller Wing,Bottle,"Bottle, Geometric Designs",bottle
48742,Asian Art,Covered jar,Covered jar with birds and flowers,jar
308643,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
199579,European Sculpture and Decorative Arts,Spill vase,Spill vase,vase
51080,Asian Art,Pilgrim bottle,Pilgrim Bottle,bottle
47056,Asian Art,Hanging flower vase,Hanging Flower Vase,vase
204378,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
51359,Asian Art,Vase,Maebyeong,vase
202193,European Sculpture and Decorative Arts,Vase,Potpourri vase (pot-pourri à vaisseau),vase
452615,Islamic Art,Ewer,Ewer,pitcher
50883,Asian Art,Vase,Vase,vase
48663,Asian Art,Bottle,Bottle,bottle
442873,Islamic Art,Vase,Vase,vase
487474,Modern and Contemporary Art,Vase,Vase,vase
312486,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
310195,The Michael C. Rockefeller Wing,Bottle,"Bottle, Head",bottle
309367,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Phallic Figure,bottle
46589,Asian Art,Vase,Vase with figures,vase
199745,European Sculpture and Decorative Arts,Albarello,Storage Jar (Albarello),jar
46637,Asian Art,Bottle,Sake Bottle (Tokkuri),bottle
200875,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
460180,Robert Lehman Collection,Apothecary vase,Apothecary vase (vaso da farmacia),vase
318618,The Michael C. Rockefeller Wing,Bottle,Painted Single Spout Bottle,bottle
309370,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Ai-Apec,bottle
52780,Asian Art,Vase,Vase,vase
42226,Asian Art,Vase,Vase in Meiping Shape,vase
47845,Asian Art,Jar,Jar,jar
195766,European Sculpture and Decorative Arts,Jar,Albarello with arms of Leonardo Buonafede,jar
46711,Asian Art,Jar,Jar,jar
308703,The Michael C. Rockefeller Wing,Bottle,Figure Jar,bottle
42310,Asian Art,Bottle,Square bottle,bottle
44733,Asian Art,Funerary urn,Funerary Urn (Hunping),jar
39531,Asian Art,Bottle,Bottle with abstract flowers and leaves,bottle
42336,Asian Art,Bottle,Wine bottle with decoration of landscape and poem,bottle
475753,Medieval Art,Jar,Jar,jar
39500,Asian Art,Jar,Globular Jar,jar
477279,Medieval Art,Jug,Jug,jug
62614,Asian Art,Bottle,Bottle,bottle
42282,Asian Art,Oil bottle,Oil bottle decorated with peony leaves,bottle
195302,European Sculpture and Decorative Arts,Milk jug,Milk jug (pot à lait à pieds),jug
446898,Islamic Art,Ewer,Ewer with Horsemen Inscribed in Arabic with Good Wishes to its Owner,pitcher
62626,Asian Art,Jar,Jar,jar
47788,Asian Art,Water jar,Water Jar,jar
9180,European Sculpture and Decorative Arts,Urn,Urn,jar
46548,Asian Art,Vase,Prunus Vase,vase
50357,Asian Art,Bottle,Bottle decorated with chrysanthemums and lotus petals,bottle
42447,Asian Art,Vase,Vase with dragonfish handles,vase
239504,European Sculpture and Decorative Arts,Vase,Small vase with birds,vase
315688,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Llama Head,bottle
308640,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
670987,Asian Art,Freshwater jar (mizusashi),Freshwater jar (Mizusashi),jar
52960,Asian Art,Vase,Vase,vase
48855,Asian Art,Vase,Vase,vase
47897,Asian Art,Covered jar,Jar with Female Rider,jar
201752,European Sculpture and Decorative Arts,Jug,Jug,jug
46978,Asian Art,Bottle,Bottle,bottle
460145,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
52214,Asian Art,Bottle,Bottle,bottle
199238,European Sculpture and Decorative Arts,Jug,Jug,jug
47638,Asian Art,Bottle,Bottle,bottle
310481,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
42549,Asian Art,Jar,Jar with carp in lotus pond,jar
318604,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
47822,Asian Art,Hanging vase,Hanging Vase,vase
47944,Asian Art,Vase,Vase,vase
313307,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
309332,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figure,bottle
48627,Asian Art,Jar,Jar with floral patterns,jar
45895,Asian Art,Jar with cover,Jar with Cover,jar
194380,European Sculpture and Decorative Arts,Jug with cover,Jug with cover,jug
52044,Asian Art,Water bottle,Writer's Water Bottle,bottle
47970,Asian Art,Vase,Vase,vase
460271,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
57355,Asian Art,Vase,Maebyeong,vase
45872,Asian Art,Covered jar,Covered jar with birds and flowers,jar
37443,Asian Art,Bottle,Anthropomorphic Bottle in Human Form,bottle
203282,European Sculpture and Decorative Arts,Jar with cover,Commemorative jar with cover,jar
50230,Asian Art,Vase,Vase in Meiping Shape,vase
37543,Asian Art,Bottle,Bottle,bottle
46679,Asian Art,Vase,Vase,vase
190547,European Sculpture and Decorative Arts,Jug,Jug,jug
52610,Asian Art,Vase,Vase,vase
771067,European Sculpture and Decorative Arts,Moon flask,Moon flask,flask
62762,Asian Art,Tea jar,Tea Jar,jar
47929,Asian Art,Ewer with cover,Ewer with Cover,pitcher
47305,Asian Art,Vase,Vase with Dragons and Bats amid Clouds,vase
456219,Islamic Art,Vase,Vase,vase
48758,Asian Art,Vase,Vase with lions,vase
450941,Islamic Art,Vase,Vase,vase
37496,Asian Art,Covered jar,Covered Jar,jar
708056,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
63047,Asian Art,Covered water vessel,Water Jar (Mizusashi) with Geometric Patterns,jar
308448,The Michael C. Rockefeller Wing,Bottle,Feline Effigy Bottle,bottle
194644,European Sculpture and Decorative Arts,Jug,Jug,jug
308348,The Michael C. Rockefeller Wing,Jar,Painted jar with stripes,jar
771061,European Sculpture and Decorative Arts,Vase,Vase,vase
47336,Asian Art,Vase,Vase with collage of archaistic motifs,vase
50735,Asian Art,Vase,Vase,vase
308533,The Michael C. Rockefeller Wing,Bottle,Bottle in Potato Form,bottle
47679,Asian Art,Jar,Jar,jar
770946,European Sculpture and Decorative Arts,Moon flask,Moon flask with crane and fish motifs,flask
48286,Asian Art,Vase,Vase with landscape,vase
201758,European Sculpture and Decorative Arts,Jug,Jug,jug
313320,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
188533,European Sculpture and Decorative Arts,Jug,Jug,jug
449509,Islamic Art,Jar,Jar,jar
188563,European Sculpture and Decorative Arts,Jug,Jug,jug
204844,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
47659,Asian Art,Vase,Vase with floral scrolls,vase
310509,The Michael C. Rockefeller Wing,Bottle,Bottle with seated figure,bottle
74243,Asian Art,Bottle,Bottle,bottle
47382,Asian Art,Tea jar,Tea Jar,jar
202192,European Sculpture and Decorative Arts,Potpourri vase,Potpourri vase (pot-pourri gondole),vase
451349,Islamic Art,Jar,Large Jar,jar
204390,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
51218,Asian Art,Vase,Vase,vase
308405,The Michael C. Rockefeller Wing,Bottle,"Bottle, Starfish",bottle
449506,Islamic Art,Jar,Jar,jar
48017,Asian Art,Bottle,Bottle,bottle
51168,Asian Art,Vase,Vase,vase
450940,Islamic Art,Jar,Jar,jar
46725,Asian Art,Vase,Vase,vase
62549,Asian Art,Tea jar,Tea Jar,jar
49222,Asian Art,Bottle,Bottle with lotuses,bottle
50043,Asian Art,Vase,Vase,vase
51142,Asian Art,Vase,Vase in Meiping Shape,vase
208152,European Sculpture and Decorative Arts,Vase,Vase,vase
47677,Asian Art,Bottle,Bottle,bottle
190649,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar,jar
315052,The Michael C. Rockefeller Wing,Bottle,Effigy bottle,bottle
47167,Asian Art,Vase,Vase,vase
239499,European Sculpture and Decorative Arts,Vase,Vase with blue jay,vase
46695,Asian Art,Bottle,Bottle,bottle
52390,Asian Art,Vase,Vase,vase
46212,Asian Art,Covered jar,Covered jar with floral pattern,jar
445230,Islamic Art,Ewer,Ewer,pitcher
447290,Islamic Art,Ewer,Ewer,pitcher
450932,Islamic Art,Jar,Jar,jar
40082,Asian Art,Jar,Jar (Guan),jar
42331,Asian Art,Jar,Jar (Guan),jar
448695,Islamic Art,Jar,Large Storage Jar for Cool Water With Flower Motifs,jar
37482,Asian Art,Covered jar,Covered Jar in the Form of a Bird,jar
314692,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Felines,bottle
188536,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
309133,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Faces,bottle
308528,The Michael C. Rockefeller Wing,Bottle,Bottle with portrait head,bottle
45856,Asian Art,Jar,Jar,jar
48689,Asian Art,Jar,Jar with human figures and crane,jar
62642,Asian Art,Vase,Vase,vase
307871,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with peanut figure,bottle
49280,Asian Art,Sake bottle,Sake Bottle (Tokkuri) with Decoration of Three-Leaf Arrowhead,bottle
309757,The Michael C. Rockefeller Wing,Jar,Tall Jar with Crosshatch Designs,jar
449608,Islamic Art,Ewer,Ewer,pitcher
48357,Asian Art,Jar,Water pot,jar
46628,Asian Art,Vase,Vase,vase
308590,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Snake,bottle
39666,Asian Art,Jar,Jar with dragon,jar
50846,Asian Art,Vase,Vase,vase
450942,Islamic Art,Jar,Jar with a Pattern of Spiral-Filled Trefoils,jar
50739,Asian Art,Vase,Vase,vase
54084,Asian Art,Jar,Jar,jar
770932,European Sculpture and Decorative Arts,Moon flask,Moon flask with gold dragonfly motif,flask
449335,Islamic Art,Jar,Jar,jar
670804,European Sculpture and Decorative Arts,Vase,Vase,vase
449640,Islamic Art,Ewer,Ewer,pitcher
191636,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
770914,European Sculpture and Decorative Arts,Moon flask,"Moon flask with ""cloisonné"" floral decoration",flask
308715,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Chevron Design,bottle
48751,Asian Art,Jar,Covered jar with baskets of flowers,jar
205973,European Sculpture and Decorative Arts,Ewer with cover,Ewer with cover in the shape of a rabbit,pitcher
468381,Medieval Art,Jug,Jug,jug
194298,European Sculpture and Decorative Arts,Albarello,Albarello,jar
46710,Asian Art,Covered jar,Covered jar with dragons,jar
53901,Asian Art,Bottle,Bottle,bottle
463530,Medieval Art,Pitcher,Pitcher,pitcher
318466,The Michael C. Rockefeller Wing,Jar,Jar,jar
56164,Asian Art,Freshwater jar,Freshwater Jar (Mizusashi),jar
446908,Islamic Art,Ewer,Ewer,pitcher
478721,Medieval Art,Vase,Unguentarium,vase
198321,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
48634,Asian Art,Vase,Vase with coiling dragon,vase
52397,Asian Art,Wine bottle,Wine Bottle,bottle
453577,Islamic Art,Jar,"Large Storage Jar for Cool Water With a Bejeweled Lion, Hare, and Deer",jar
48173,Asian Art,Vase,Vase with floral and geometric ornaments,vase
52908,Asian Art,Bottle,Bottle,bottle
449436,Islamic Art,Jar,Jar,jar
48318,Asian Art,Jar,Jar with three lugs,jar
52061,Asian Art,Vase,Vase,vase
